company CIK,ticker,10k filename
0001598428,MTUS,0001598428-20-000017.txt
0000891014,MTX,0001140361-18-008762.txt
0000015615,MTZ,0001193125-12-089522.txt
0000723125,MU,0001104659-06-072331.txt
0000717423,MUR,0001193125-14-077534.txt
0001573516,MUSA,0001573516-25-000010.txt
0001350593,MWA,0001350593-24-000079.txt
0001288469,MXL,0001288469-25-000008.txt
0000899923,MYGN,0001564590-20-040011.txt
0000700923,MYRG,0001144204-19-012547.txt
0001834488,NABL,0001834488-25-000053.txt
0001974138,NATL,0001974138-25-000016.txt
0001593538,NAVI,0001564590-22-007182.txt
0001475841,NBHC,0001558370-25-001502.txt
0000914475,NBIX,0001564590-20-003773.txt
0000790359,NBTB,0001140361-25-006528.txt
0001513761,NCLH,0001571049-17-001650.txt
0001120193,NDAQ,0001193125-13-069357.txt
0000072331,NDSN,0001564590-19-045927.txt
0000753308,NEE,0000753308-25-000011.txt
0001164727,NEM,0001564590-15-000777.txt
0001077183,NEO,0001564590-18-005479.txt
0000711377,NEOG,0001193125-22-202902.txt
0001282637,NEU,0001282637-25-000004.txt
0000070145,NFG,0001193125-13-451068.txt
0001065280,NFLX,0001628280-17-000496.txt
0001653477,NGVT,0001653477-25-000015.txt
0001047335,NHC,0001437749-25-005690.txt
0001111711,NI,0001193125-12-077712.txt
0000356309,NJR,0001140361-09-027697.txt
0000320187,NKE,0001193125-12-312306.txt
0001043219,NLY,0001628280-25-005451.txt
0001547903,NMIH,0001547903-25-000026.txt
0000751364,NNN,0001445305-12-000439.txt
0001133421,NOC,0001193125-12-045323.txt
0001104485,NOG,0001104485-25-000039.txt
0001021860,NOV,0001564590-22-004755.txt
0001076930,NOVT,0001564590-22-007880.txt
0001373715,NOW,0001373715-25-000010.txt
0000080172,NPK,0001562762-20-000111.txt
0001164863,NPO,0001193125-13-080164.txt
0001013871,NRG,0001445305-12-000493.txt
0001618563,NSA,0001628280-25-008656.txt
0000702165,NSC,0000702165-25-000008.txt
0000932696,NSIT,0001628280-25-005817.txt
0001000753,NSP,0001140361-13-005779.txt
0001002047,NTAP,0001564590-21-033645.txt
0001078075,NTCT,0001628280-25-025982.txt
0000073124,NTRS,0001193125-15-065963.txt
0000073309,NUE,0001564590-23-002793.txt
0001045810,NVDA,0001045969-03-001196.txt
0001532961,NVEE,0001628280-25-007077.txt
0000906163,NVR,0001564590-17-001623.txt
0000045876,NVRI,0001072613-10-000302.txt
0001757073,NVST,0001757073-25-000007.txt
0001720635,NVT,0001720635-25-000018.txt
0001471265,NWBI,0001471265-25-000016.txt
0001993004,NWE,0001993004-25-000021.txt
0000814453,NWL,0001193125-19-061714.txt
0001733998,NWN,0001733998-25-000020.txt
0001564708,NWSA,0001564708-24-000408.txt
0001423221,NX,0001445305-12-003890.txt
0001413447,NXPI,0001413447-25-000019.txt
0001620393,NXRT,0001564590-23-002337.txt
0001142417,NXST,0001564590-21-009747.txt
0001852131,NXT,0001852131-25-000021.txt
0001273685,NYMT,0001437749-15-003681.txt
0000071691,NYT,0001193125-11-042247.txt
0000726728,O,0001140361-12-007480.txt
0001370946,OC,0001370946-25-000077.txt
0000878927,ODFL,0001564590-22-006303.txt
0001030469,OFG,0001562762-19-000078.txt
0001021635,OGE,0001021635-22-000037.txt
0001821825,OGN,0001821825-25-000006.txt
0001587732,OGS,0001587732-25-000013.txt
0000888491,OHI,0001571049-17-001590.txt
0000812074,OI,0001558370-25-000868.txt
0000073756,OII,0001193125-11-046600.txt
0001039684,OKE,0001193125-08-040037.txt
0001660134,OKTA,0001660134-25-000049.txt
0001005284,OLED,0001564590-21-006654.txt
0001639300,OLLI,0001567619-17-000543.txt
0000074303,OLN,0001193125-07-041049.txt
0000029989,OMC,0000891092-11-001226.txt
0000926326,OMCL,0001104659-07-021788.txt
0000075252,OMI,0001628280-15-000917.txt
0001097864,ON,0001628280-25-004557.txt
0000707179,ONB,0001564590-20-004289.txt
0000704532,ONTO,0001564590-22-006948.txt
0001014739,OPCH,0001628280-18-003541.txt
0001296445,ORA,0001628280-25-008531.txt
0001341439,ORCL,0001564590-22-023675.txt
0000074260,ORI,0000074260-25-000042.txt
0000898173,ORLY,0001193125-12-085384.txt
0001039065,OSIS,0001558370-15-001687.txt
0000775158,OSK,0001564590-21-057221.txt
0001781335,OTIS,0001781335-25-000010.txt
0001466593,OTTR,0001571049-17-001533.txt
0001579877,OUT,0001579877-25-000034.txt
0001792580,OVV,0001564590-23-002595.txt
0000075288,OXM,0001558370-20-003379.txt
0000797468,OXY,0000797468-25-000029.txt
0001019849,PAG,0001558370-21-001299.txt
0001069899,PAHC,0001571049-17-007711.txt
0000813828,PARA,0001047469-14-000934.txt
0000821483,PARR,0001628280-15-001714.txt
0000076605,PATK,0001437749-16-027616.txt
0001590955,PAYC,0001564590-22-005562.txt
0001845815,PAYO,0001558370-25-001804.txt
0000723531,PAYX,0001193125-12-309041.txt
0001068851,PB,0001564590-22-007263.txt
0001534504,PBF,0001534504-25-000011.txt
0001295947,PBH,0001295947-25-000017.txt
0000078814,PBI,0001206774-07-000561.txt
0000075362,PCAR,0001564590-23-002203.txt
0001004980,PCG,0001193125-12-065537.txt
0001338749,PCH,0001564590-21-006637.txt
0001396814,PCRX,0001628280-16-011728.txt
0001591698,PCTY,0001591698-24-000151.txt
0001120914,PDFS,0001558370-25-001813.txt
0000765880,PEAK,0001628280-25-003748.txt
0001474098,PEB,0001474098-25-000039.txt
0001476204,PECO,0001476204-25-000030.txt
0000788784,PEG,0001628280-24-006885.txt
0001013857,PEGA,0001193125-18-058491.txt
0001321732,PEN,0001628280-21-002867.txt
0000921738,PENN,0001558370-18-001376.txt
0000077476,PEP,0001445305-13-000278.txt
0000078003,PFE,0001193125-12-085703.txt
0001126328,PFG,0001410578-25-000160.txt
0001618673,PFGC,0001564590-21-045434.txt
0001178970,PFS,0001628280-25-008991.txt
0000080424,PG,0001193125-10-188769.txt
0001551306,PGNY,0001558370-22-002466.txt
0000080661,PGR,0001193125-13-075784.txt
0000076334,PH,0001193125-11-233381.txt
0001968915,PHIN,0001968915-25-000006.txt
0000822416,PHM,0001193125-11-029989.txt
0001114995,PI,0001564590-22-004981.txt
0000931015,PII,0001628280-25-006009.txt
0001577916,PINC,0001577916-24-000009.txt
0001230245,PIPR,0001230245-25-000038.txt
0001626115,PJT,0001564590-23-002439.txt
0001617406,PK,0001617406-25-000006.txt
0000075677,PKG,0001564590-21-008051.txt
0000031791,PKI,0001445305-14-000585.txt
0000810136,PLAB,0001206774-11-000053.txt
0001525769,PLAY,0001628280-25-016941.txt
0001045609,PLD,0001564590-23-001902.txt
0001761312,PLMR,0001558370-23-002465.txt
0001637207,PLNT,0001637207-25-000016.txt
0001022408,PLUS,0001140361-25-020204.txt
0000785786,PLXS,0001193125-11-315563.txt
0001413329,PM,0001413329-25-000013.txt
0001464423,PMT,0001564590-23-002430.txt
0000713676,PNC,0001193125-17-062524.txt
0001115055,PNFP,0001140361-13-008936.txt
0000077360,PNR,0001193125-13-077034.txt
0000764622,PNW,0001104659-14-012068.txt
0000945841,POOL,0001193125-06-047003.txt
0000784977,POR,0001193125-10-039630.txt
0001530950,POST,0001530950-24-000365.txt
0000833640,POWI,0001193125-11-045774.txt
0000080420,POWL,0001564590-16-029924.txt
0001028918,PPBI,0001104659-07-024877.txt
0000802481,PPC,0001628280-16-011068.txt
0000079879,PPG,0001193125-12-064763.txt
0000922224,PPL,0000922224-25-000009.txt
0001658566,PR,0001658566-25-000014.txt
0001127703,PRA,0001875246-25-000003.txt
0001185348,PRAA,0001193125-12-085257.txt
0001046568,PRDO,0001564590-22-006719.txt
0001808834,PRG,0001808834-25-000009.txt
0001585364,PRGO,0001585364-25-000014.txt
0000876167,PRGS,0001193125-12-029136.txt
0001475922,PRI,0001564590-22-007995.txt
0000805676,PRK,0001362310-09-002764.txt
0001443669,PRLB,0001628280-25-007052.txt
0000884219,PRSU,0001564590-21-010008.txt
0001137774,PRU,0001193125-15-056366.txt
0001759655,PRVA,0001759655-25-000018.txt
0001393311,PSA,0001562762-21-000058.txt
0001041803,PSMT,0001562762-21-000364.txt
0000275880,PSN,0001564590-23-002040.txt
0001474432,PSTG,0001628280-25-015044.txt
0001534701,PSX,0001534701-25-000074.txt
0000857005,PTC,0001564590-21-057806.txt
0000889900,PTEN,0001564590-21-005045.txt
0001377121,PTGX,0001558370-25-001317.txt
0001680247,PUMP,0001680247-25-000030.txt
0000078239,PVH,0001047469-06-005175.txt
0001050915,PWR,0001193125-17-064821.txt
0001038357,PXD,0001193125-12-088998.txt
0001633917,PYPL,0001633917-25-000019.txt
0000901491,PZZA,0001628280-25-008427.txt
0000804328,QCOM,0001728949-21-000076.txt
0001906324,QDEL,0001906324-25-000035.txt
0001107843,QLYS,0001628280-20-001963.txt
0001117297,QNST,0001564590-22-029880.txt
0001604778,QRVO,0001604778-25-000041.txt
0000085961,R,0001193125-12-065540.txt
0000733269,RAMP,0001169232-08-002230.txt
0001046102,RBA,0001628280-25-008201.txt
0001324948,RBC,0001615774-19-008334.txt
0001527590,RC,0001628280-25-009464.txt
0000884887,RCL,0001193125-12-087322.txt
0001724521,RCUS,0001724521-25-000040.txt
0000890926,RDN,0001193125-11-052373.txt
0000790526,RDNT,0001683168-18-000705.txt
0001095073,RE,0001095073-25-000015.txt
0000910606,REG,0001564590-21-006390.txt
0000872589,REGN,0001804220-25-000011.txt
0000742278,RES,0001571049-17-001715.txt
0000744187,REX,0000950117-06-001735.txt
0001571283,REXR,0001571283-25-000006.txt
0001740332,REZI,0001740332-25-000010.txt
0001281761,RF,0001281761-25-000010.txt
0000898174,RGA,0001193125-13-085281.txt
0000730272,RGEN,0001193125-21-054675.txt
0000085535,RGLD,0001558370-24-001192.txt
0000095029,RGR,0001193805-10-000561.txt
0001528849,RH,0001564590-19-010132.txt
0000315213,RHI,0001628280-19-001488.txt
0001040829,RHP,0001558370-25-001286.txt
0000720005,RJF,0000720005-24-000069.txt
0001037038,RL,0001193125-12-247066.txt
0000084246,RLI,0001564590-22-005648.txt
0000917273,RMBS,0001193125-07-201474.txt
0000943819,RMD,0001193125-17-248016.txt
0000913144,RNR,0001628280-18-001312.txt
0000715072,RNST,0001193125-13-098848.txt
0000912562,ROCK,0001219870-05-000024.txt
0000084748,ROG,0001157523-12-000876.txt
0001635088,ROIV,0001193125-22-183362.txt
0001024478,ROK,0001193125-08-241034.txt
0000084839,ROL,0001552781-16-001318.txt
0000882835,ROP,0001169232-03-000270.txt
0000745732,ROST,0001206774-12-001210.txt
0000110621,RPM,0001564590-21-037949.txt
0000315852,RRC,0001564590-21-007606.txt
0000082811,RRX,0001206774-05-000363.txt
0000861884,RS,0001558370-25-001806.txt
0001060391,RSG,0001193125-12-067094.txt
0001469367,RUN,0001564590-17-003704.txt
0001012019,RUSHA,0001437749-25-004794.txt
0000930236,RWT,0001628280-22-004027.txt
0001929561,RXO,0001929561-25-000044.txt
0001849253,RYAN,0001628280-25-006973.txt
0000052827,RYN,0001193125-11-043344.txt
0001597033,SABR,0001597033-25-000027.txt
0001095651,SAFE,0001558370-23-001675.txt
0001172052,SAFT,0001558370-17-001024.txt
0001043509,SAH,0001628280-19-001674.txt
0001177702,SAIA,0001564590-22-006259.txt
0001571123,SAIC,0001571123-25-000022.txt
0000949870,SAM,0001564590-21-006397.txt
0000897723,SANM,0001104659-07-000416.txt
0001415404,SATS,0001558370-25-001663.txt
0001034054,SBAC,0001193125-13-080059.txt
0000730708,SBCF,0001628280-19-001975.txt
0001368458,SBH,0001564590-22-037949.txt
0001492298,SBRA,0001492298-25-000008.txt
0000705432,SBSI,0001140361-12-017443.txt
0000829224,SBUX,0001193125-11-317175.txt
0000866729,SCHL,0000930413-13-003986.txt
0000316709,SCHW,0001193125-13-071646.txt
0000089089,SCI,0000950134-09-004094.txt
0000094049,SCL,0001564590-22-006982.txt
0000918965,SCSC,0001193125-11-235318.txt
0000895447,SCVL,0001564590-21-015810.txt
0001490978,SDGR,0001564590-22-006713.txt
0001419612,SEDG,0001178913-25-000605.txt
0001012100,SEE,0001628280-25-008091.txt
0000350894,SEIC,0001193125-12-081132.txt
0001320414,SEM,0001628280-25-006833.txt
0000720672,SF,0001564590-21-006800.txt
0001430723,SFBS,0001171843-25-001208.txt
0001575515,SFM,0001575515-25-000011.txt
0000090498,SFNC,0001628280-25-008639.txt
0001616533,SGH,0001628280-24-043646.txt
0001206264,SGI,0001206264-25-000058.txt
0001620533,SHAK,0001620533-25-000016.txt
0001822479,SHC,0001822479-25-000015.txt
0000354963,SHEN,0001628280-25-006567.txt
0001295810,SHO,0001558370-25-001297.txt
0000913241,SHOO,0001628280-25-009503.txt
0000089800,SHW,0001193125-12-075061.txt
0000832988,SIG,0001628280-18-003906.txt
0000230557,SIGI,0001362310-09-002965.txt
0000894315,SITC,0001564590-22-006507.txt
0001451809,SITM,0001564590-21-005867.txt
0000719739,SIVB,0001193125-12-085818.txt
0000091419,SJM,0001193125-15-235197.txt
0000766829,SJW,0001206774-05-000274.txt
0000899715,SKT,0001145443-10-000501.txt
0001065837,SKX,0001564590-23-002740.txt
0000090896,SKY,0001564590-21-030013.txt
0000793733,SKYW,0001558370-25-000943.txt
0001038074,SLAB,0001104659-24-025535.txt
0000087347,SLB,0001564590-23-000762.txt
0001040971,SLG,0001104659-08-013434.txt
0000849869,SLGN,0001193125-13-083508.txt
0001032033,SLM,0001628280-25-006776.txt
0001023459,SLP,0001683168-21-005076.txt
0001856485,SLVM,0001856485-25-000008.txt
0000893538,SM,0001144204-06-007665.txt
0000825542,SMG,0001546380-24-000043.txt
0000093389,SMP,0001144204-11-013662.txt
0001702744,SMPL,0001702744-24-000089.txt
0000088941,SMTC,0001628280-19-003241.txt
0000091440,SNA,0001193125-18-047130.txt
0001743907,SNCY,0001743907-25-000005.txt
0001692063,SNDR,0001692063-25-000023.txt
0000913760,SNEX,0001193125-10-281256.txt
0000883241,SNPS,0001193125-13-479653.txt
0000018349,SNV,0001628280-16-011916.txt
0001177394,SNX,0001564590-22-003003.txt
0000092122,SO,0000950144-05-001905.txt
0000091767,SON,0001193125-18-063468.txt
0001314727,SONO,0001314727-24-000026.txt
0001063761,SPG,0001558370-25-001271.txt
0000064040,SPGI,0001193125-12-043165.txt
0001576018,SPNT,0001576018-25-000010.txt
0001092699,SPSC,0001564590-22-005952.txt
0000877422,SPTN,0001564590-22-008291.txt
0000088205,SPXC,0001193125-04-030268.txt
0001126956,SR,0001564590-21-057844.txt
0001032208,SRE,0001032208-25-000012.txt
0000873303,SRPT,0001564590-21-009835.txt
0000764038,SSB,0001558370-25-001274.txt
0000920371,SSD,0001104659-14-017569.txt
0001549346,SSTK,0001549346-25-000011.txt
0001477294,ST,0001477294-25-000022.txt
0000718937,STAA,0001564590-23-002249.txt
0001479094,STAG,0001558370-15-000135.txt
0000719220,STBA,0001193125-14-063033.txt
0000094344,STC,0001628280-15-001257.txt
0001473844,STEL,0001558370-22-002170.txt
0001796022,STEP,0001796022-25-000041.txt
0001013934,STRA,0001558370-19-001422.txt
0000874238,STRL,0001171843-17-001381.txt
0000093751,STT,0001193125-12-079737.txt
0001465128,STWD,0001628280-25-008420.txt
0001137789,STX,0001193125-19-212028.txt
0000016918,STZ,0001193125-12-195350.txt
0001356576,SUPN,0001356576-25-000017.txt
0000093556,SWK,0001193125-12-075395.txt
0000004127,SWKS,0000950135-02-005681.txt
0001692115,SWX,0001692115-25-000082.txt
0001514705,SXC,0001628280-16-011369.txt
0000310354,SXI,0001437749-24-024465.txt
0000310142,SXT,0001193125-10-043675.txt
0001601712,SYF,0001601712-25-000044.txt
0000310764,SYK,0001239338-04-000002.txt
0000817720,SYNA,0001564590-21-045326.txt
0000096021,SYY,0000950129-08-004642.txt
0000732717,T,0001562762-20-000064.txt
0001724965,TALO,0001564590-21-012130.txt
0000024545,TAP,0001445305-12-000454.txt
0001295401,TBBK,0001562762-25-000040.txt
0001077428,TCBI,0001628280-15-000851.txt
0000816761,TDC,0001193125-14-071369.txt
0001260221,TDG,0001260221-24-000083.txt
0001051512,TDS,0001104659-07-048530.txt
0000098222,TDW,0001564590-20-008191.txt
0001094285,TDY,0001193125-12-089549.txt
0000842023,TECH,0001558370-24-012430.txt
0001385157,TEL,0001558370-24-015227.txt
0000097210,TER,0001193125-23-044711.txt
0000097216,TEX,0001144204-09-011131.txt
0000092230,TFC,0001193125-12-081457.txt
0001539638,TFIN,0001628280-25-004879.txt
0000096943,TFX,0001564590-14-000320.txt
0000039899,TGNA,0001362310-09-002765.txt
0000027419,TGT,0001104659-06-024036.txt
0001001316,TGTX,0001654954-19-002189.txt
0000070318,THC,0001558370-17-001079.txt
0000944695,THG,0001564590-22-006789.txt
0000730263,THO,0001193125-19-258022.txt
0000903129,THRM,0001564590-22-005577.txt
0001556739,THRY,0001628280-22-006158.txt
0001320695,THS,0001564590-18-002405.txt
0000715787,TILE,0001437749-19-003613.txt
0000109198,TJX,0001628280-19-003834.txt
0000098362,TKR,0001193125-12-066958.txt
0001756262,TMDX,0001564590-22-008045.txt
0001562476,TMHC,0001628280-25-006416.txt
0000097745,TMO,0000097745-25-000010.txt
0001005817,TMP,0001387131-16-004584.txt
0001283699,TMUS,0001445305-12-000521.txt
0000097134,TNC,0001437749-22-004272.txt
0001438133,TNDM,0001564590-19-004469.txt
0001361658,TNL,0001361658-25-000012.txt
0000794170,TOL,0001125282-07-000094.txt
0001561680,TPH,0001564590-16-013570.txt
0001116132,TPR,0001144204-13-047469.txt
0000098677,TR,0001558370-25-001926.txt
0001069878,TREX,0001193125-24-046315.txt
0001389170,TRGP,0001564590-22-006563.txt
0001526520,TRIP,0001564590-21-006939.txt
0000864749,TRMB,0001193125-12-082672.txt
0000036146,TRMK,0001564590-21-006673.txt
0000099780,TRN,0001193125-12-064939.txt
0001476150,TRNO,0001628280-19-001026.txt
0001113169,TROW,0001193125-12-038736.txt
0000357301,TRST,0001140361-25-008827.txt
0001371285,TRUP,0001371285-25-000052.txt
0000086312,TRV,0001193125-05-052696.txt
0000916365,TSCO,0001362310-09-002757.txt
0001318605,TSLA,0001628280-25-003063.txt
0000100493,TSN,0001193125-11-317791.txt
0001466258,TT,0001466258-25-000039.txt
0000737758,TTC,0001104659-07-090459.txt
0000831641,TTEK,0001104659-06-084204.txt
0002018064,TTGT,0000950170-25-078416.txt
0001116942,TTMI,0001564590-22-008035.txt
0000946581,TTWO,0001628280-25-026694.txt
0000899751,TWI,0000950134-03-003184.txt
0001465740,TWO,0001465740-25-000083.txt
0000097476,TXN,0001564590-19-003839.txt
0001108426,TXNM,0001193125-11-051990.txt
0001289460,TXRH,0001558370-25-001904.txt
0000217346,TXT,0001193125-12-074981.txt
0000860731,TYL,0001564590-16-013137.txt
0001336917,UAA,0001336917-25-000078.txt
0000100517,UAL,0001193125-18-054235.txt
0000729986,UBSI,0001193125-25-042589.txt
0000857855,UCBI,0001571049-17-001658.txt
0001275014,UCTT,0001628280-25-007865.txt
0000074208,UDR,0001045969-03-000773.txt
0001611547,UE,0001611547-25-000018.txt
0000101199,UFCS,0001362310-09-003045.txt
0000912767,UFPI,0001558370-25-001595.txt
0000914156,UFPT,0001171843-25-001192.txt
0000884614,UGI,0001362310-08-007608.txt
0000352915,UHS,0001564590-22-006717.txt
0000798783,UHT,0001564590-22-006745.txt
0001403568,ULTA,0001558370-25-003810.txt
0000101382,UMBF,0001564590-23-002256.txt
0000717954,UNF,0001628280-17-010136.txt
0001020859,UNFI,0001171520-02-000116.txt
0000731766,UNH,0001193125-11-030615.txt
0001620280,UNIT,0001628280-25-007109.txt
0000005513,UNM,0001193125-11-047064.txt
0000100885,UNP,0001437749-24-003599.txt
0000933036,UPBD,0001193125-12-082244.txt
0001090727,UPS,0001193125-12-081067.txt
0000912615,URBN,0001564590-22-013232.txt
0001067701,URI,0001445305-12-000134.txt
0000036104,USB,0001193125-23-050691.txt
0001665918,USFD,0001665918-25-000017.txt
0000896264,USNA,0001562762-20-000071.txt
0000885978,USPH,0001567619-16-001931.txt
0001082554,UTHR,0001104659-20-025009.txt
0000755001,UTL,0001193125-22-023936.txt
0000102037,UVV,0001445305-12-001881.txt
0001403161,V,0001403161-24-000058.txt
0001524358,VAC,0001524358-25-000044.txt
